dates,result
2000-01-06 11:47:00,0.655
2000-02-02 14:55:00,2.19
2000-02-02 13:15:00,1.35
2000-03-08 14:30:00,0.281
2000-04-10 14:40:00,0.982
2000-05-15 14:40:00,0.436
2000-06-14 14:30:00,0.728
2000-07-18 14:15:00,0.329
2000-08-23 13:20:00,0.263
2000-10-04 13:40:00,0.343
2000-10-26 14:45:00,0.161
2000-11-14 13:05:00,0.338
2000-12-12 14:15:00,0.368
2001-01-16 14:20:00,0.87
2001-02-28 13:05:00,0.782
2001-03-07 12:55:00,1.2
2001-04-11 13:30:00,0.382
2001-05-14 13:50:00,0.325
2001-06-18 13:40:00,1.06
2001-07-17 12:50:00,1.18
2001-08-22 10:15:00,0.437
2001-09-12 10:35:00,2.71
2001-10-10 15:00:00,1.33
2001-10-29 14:45:00,0.377
2001-11-28 14:35:00,1.07
2002-01-18 13:35:00,0.808
2002-02-11 13:15:00,0.772
2002-03-28 14:00:00,0.424
2002-04-29 13:15:00,0.708
2002-05-21 14:15:00,1.78
2002-06-18 14:00:00,3.89
2002-07-17 14:50:00,0.615
2002-08-21 15:10:00,0.752
2002-09-23 15:25:00,0.503
2002-10-16 13:50:00,0.612
2002-11-08 15:15:00,0.591
2002-12-09 15:05:00,0.841
2003-01-22 14:30:00,0.147
2003-02-20 14:00:00,0.55
2003-03-31 14:50:00,0.75
2003-05-14 14:45:00,0.602
2003-05-22 14:15:00,1.27
2003-06-10 14:35:00,1.67
2003-07-07 13:55:00,1.39
2003-08-27 13:05:00,0.573
2003-09-24 11:30:00,0.397
2003-10-15 15:00:00,0.306
2003-11-04 14:30:00,0.567
2003-11-28 13:45:00,1.27
2004-01-12 14:35:00,0.661
2004-02-26 14:00:00,1.7
2004-04-02 12:25:00,0.581
2004-04-20 14:45:00,0.363
2004-05-10 13:25:00,0.626
2004-06-29 14:30:00,0.723
2004-07-14 14:45:00,0.382
2004-08-25 13:50:00,0.217
2004-10-01 13:40:00,0.515
2004-10-13 13:40:00,0.273
2004-11-08 12:35:00,0.317
2004-12-17 14:30:00,0.556
2005-01-21 14:25:00,0.404
2005-03-07 13:00:00,0.292
2005-03-18 13:20:00,0.511
2005-04-06 12:20:00,0.476
2005-05-09 13:20:00,0.607
2005-06-22 13:55:00,0.368
2005-07-13 13:30:00,0.584
2005-08-26 12:05:00,0.278
2005-09-19 13:20:00,0.417
2005-10-26 12:05:00,0.282
2005-12-07 13:50:00,0.444
2005-12-22 13:20:00,0.504
2006-01-16 13:10:00,0.794
2006-02-10 12:55:00,0.343
2006-02-14 09:15:00,0.353
2006-02-15 08:55:00,0.394
2006-02-15 10:00:00,0.711
2006-02-15 06:35:00,0.366
2006-02-15 07:30:00,0.408
2006-03-24 13:00:00,0.521
2006-04-24 12:20:00,0.49
2006-05-16 13:25:00,0.97
2006-06-30 12:45:00,0.365
2006-08-21 13:50:00,0.371
2006-09-01 14:15:00,0.392
2006-09-13 12:40:00,0.873
2006-10-09 10:50:00,0.348
2006-11-15 12:50:00,0.371
2006-11-27 12:25:00,0.169
2007-01-16 12:45:00,0.367
2007-02-07 12:30:00,0.616
2007-04-04 00:00:00,0.321
2007-05-02 12:05:00,0.446
2007-06-05 11:50:00,0.307
2007-07-11 13:30:00,0.274
2007-07-31 13:30:00,0.204
