dates,result
2003-05-14 14:45:00,33.5
2003-06-10 14:35:00,15.6
2003-07-07 13:55:00,2.9
2003-08-27 13:05:00,11.3
2003-09-24 11:30:00,3.1
2003-10-15 15:00:00,6.4
2003-11-04 14:30:00,3.7
2003-11-28 13:45:00,1.8
2004-01-12 14:35:00,5.3
2004-02-26 14:00:00,10.0
2004-04-02 12:25:00,29.3
2004-04-20 14:45:00,38.2
2004-05-10 13:25:00,11.8
2004-06-29 14:30:00,5.4
2004-07-14 14:45:00,15.3
2004-08-25 13:50:00,15.9
2004-10-01 13:40:00,13.3
2004-10-13 13:40:00,17.6
2004-11-08 12:35:00,5.0
2004-12-17 14:30:00,25.9
2005-01-21 14:25:00,4.7
2005-03-07 13:00:00,25.1
2005-03-18 13:20:00,43.9
2005-04-06 12:20:00,20.4
2005-05-09 13:20:00,3.9
2005-06-22 13:55:00,7.5
2005-07-13 13:30:00,5.32
2005-08-26 12:05:00,4.1
2005-09-19 13:20:00,6.6
2005-10-26 12:05:00,17.4
2005-12-07 13:50:00,1.5
2005-12-22 13:20:00,1.2
2006-01-16 13:10:00,2.4
2006-02-10 12:55:00,4.0
2006-03-24 13:00:00,39.6
2006-04-24 12:20:00,39.7
2006-05-16 13:25:00,4.1
2006-06-30 12:45:00,2.8
2006-08-21 13:50:00,5.7
2006-09-01 14:15:00,1.5
2006-09-13 12:40:00,22.7
2006-10-09 10:50:00,4.2
2006-11-15 12:50:00,2.8
2006-11-27 12:25:00,49.1
2007-01-16 12:45:00,4.9
2007-02-07 12:30:00,1.1
2007-04-04 00:00:00,34.0
2007-05-02 12:05:00,3.7
2007-06-05 11:50:00,4.1
2007-07-11 13:30:00,11.9
2007-07-31 13:30:00,8.8
2007-09-21 12:45:00,0.89
2007-10-03 12:40:00,3.4
2007-10-12 12:50:00,1.2
2007-11-28 13:00:00,2.0
2007-12-09 15:50:00,2.5
2008-02-06 12:15:00,3.8
2008-02-28 13:50:00,13.5
2008-03-17 12:30:00,39.1
2008-05-08 12:20:00,16.0
2008-06-04 12:00:00,15.0
2008-08-14 11:45:00,7.0
2008-09-09 11:50:00,10.5
2008-09-24 12:40:00,20.5
2008-10-21 13:10:00,19.8
2008-11-04 12:10:00,3.4
2008-12-02 13:30:00,5.5
2008-12-17 11:45:00,2.4
2009-01-08 11:45:00,4.9
2009-02-18 12:15:00,7.5
2009-03-05 10:50:00,36.1
2009-03-19 12:10:00,53.0
2009-05-11 13:30:00,39.7
2009-06-03 12:05:00,5.4
2009-07-14 10:50:00,2.4
2009-08-18 11:55:00,2.8
2009-09-03 11:45:00,26.0
2009-10-14 11:20:00,9.9
2009-11-06 11:30:00,2.5
2009-12-10 12:15:00,3.3
2010-01-18 11:40:00,4.5
2010-02-10 13:15:00,7.2
2010-03-11 12:15:00,13.0
2010-04-16 11:55:00,40.2
2010-06-08 12:35:00,4.7
2010-07-02 13:50:00,2.5
2010-08-13 12:55:00,6.7
2010-09-03 13:00:00,14.1
2010-09-30 12:40:00,11.6
2010-10-15 12:10:00,3.8
2010-11-16 12:40:00,2.3
2010-12-07 13:15:00,9.4
2011-01-14 13:50:00,12.3
2011-02-10 11:35:00,4.1
2011-03-14 13:00:00,18.9
2011-04-06 11:50:00,8.3
2011-05-16 12:22:00,3.2
2011-06-02 12:05:00,8.5
2011-07-12 12:35:00,1.4
2011-08-08 11:20:00,5.8
2011-09-02 13:05:00,7.9
2011-10-07 11:10:00,4.1
2011-12-02 12:15:00,8.6
2011-12-09 11:40:00,0.5
2012-02-02 11:20:00,6.5
2012-02-28 11:40:00,37.2
2012-04-10 11:40:00,22.8
2012-05-18 14:06:00,56.9
2012-06-12 11:38:00,14.1
2012-07-17 15:01:00,3.9
2012-08-31 12:16:00,2.5
2012-09-10 13:04:00,9.1
2012-10-24 16:28:00,5.2
2012-11-15 09:58:00,1.7
2012-11-22 17:09:00,14.2
2013-01-16 12:02:00,4.0
2013-02-28 14:43:00,8.3
2013-03-13 12:41:00,13.8
2013-04-22 11:35:00,40.3
2013-05-02 11:26:00,39.7
2013-06-17 13:54:00,8.0
2013-07-16 11:00:00,2.8
2013-08-02 11:17:00,2.2
2013-09-06 14:25:00,3.2
2013-10-04 12:17:00,2.6
2013-10-07 12:02:00,1.8
2013-11-04 11:53:00,12.6
2013-11-27 15:05:00,4.3
2014-01-16 11:25:00,3.4
2014-02-10 11:06:00,4.0
2014-03-12 11:45:00,17.4
2014-04-23 13:46:00,11.7
2014-05-13 13:20:00,4.2
2014-06-30 09:51:00,7.8
2014-07-29 14:26:00,4.4
2014-08-12 11:08:00,7.2
2014-09-08 15:04:00,4.3
2014-10-14 12:03:00,34.3
2014-11-10 11:46:00,6.4
2014-12-09 11:08:00,1.4
2015-01-26 11:07:00,2.0
2015-02-18 14:09:00,9.4
2015-03-19 12:55:00,34.5
2015-04-21 12:24:00,16.1
2015-05-12 13:57:00,3.2
2015-06-30 13:31:00,3.6
2015-08-03 12:00:00,4.1
2015-09-01 12:58:00,4.7
2015-09-25 11:45:00,5.3
2015-10-29 14:01:00,6.3
2015-11-20 11:41:00,2.3
2015-12-07 11:48:00,1.7
2016-03-09 14:47:00,80.9
2016-04-06 12:52:00,51.3
2016-05-03 11:22:00,8.6
2016-06-22 11:14:00,6.3
2016-07-18 12:00:00,5.9
2016-08-17 12:16:00,3.8
2016-10-19 14:40:00,3.2
2016-11-15 13:58:00,1.1
2016-12-01 11:51:00,1.7
2016-12-15 10:39:00,1.4
2016-12-29 09:17:00,1.5
2017-01-24 13:11:00,2.7
2017-02-07 13:23:00,6.6
2017-03-15 12:55:00,5.7
2017-04-27 11:27:00,5.5
2017-05-17 13:19:00,42.8
2017-06-20 12:33:00,3.0
2017-07-26 10:47:00,1.9
2017-08-23 13:23:00,4.0
2017-10-10 13:44:00,2.3
2017-10-20 10:36:00,3.0
2017-11-27 13:24:00,1.4
2017-12-14 13:05:00,32.0
2018-02-01 10:59:00,1.7
2018-02-26 12:00:00,7.1
2018-03-06 13:20:00,7.9
2018-04-27 11:30:00,17.6
2018-05-31 11:02:00,6.0
2018-06-26 12:06:00,2.7
2018-07-26 11:27:00,2.9
2018-09-18 13:13:00,2.3
2018-10-05 11:05:00,2.8
2018-11-21 13:06:00,1.6
2018-12-06 13:16:00,1.6
2019-01-10 12:27:00,1.4
2019-02-21 11:28:00,5.0
2019-02-28 12:47:00,16.9
2019-04-29 11:56:00,20.0
2019-05-30 11:09:00,2.2
2019-06-28 10:06:00,2.8
2019-10-25 08:26:00,4.3
2019-11-19 11:08:00,2.3
2019-12-02 12:36:00,2.4
2020-01-20 11:06:00,1.7
2020-01-24 11:46:00,3.8
2020-02-18 11:48:00,8.7
2020-03-06 10:09:00,9.5
2021-04-26 12:25:00,6.5
2021-05-27 11:36:00,4.2
2021-06-03 11:39:00,15.0
2021-07-26 12:30:00,24.0
2022-01-18 11:47:00,4.0
2022-01-25 10:48:00,2.7
2022-01-31 12:13:00,2.6
2022-02-25 12:02:00,10.0
2022-04-25 13:25:00,48.0
2022-04-26 13:10:00,41.0
2022-11-23 12:47:00,5.0
