dates,result
2006-05-21 18:20:00,12.7
2006-07-13 07:10:00,7.1
2006-07-13 08:40:00,5.1
2006-07-13 10:00:00,26.0
2006-07-13 12:20:00,6.1
2006-07-13 14:00:00,10.3
2006-07-13 15:30:00,8.1
2006-07-13 16:41:00,8.3
2006-07-13 17:55:00,6.8
2006-07-13 19:07:00,6.0
2006-08-14 13:30:00,4.1
2014-05-13 12:32:00,4.6
2014-06-24 13:08:00,3.65
2014-07-22 15:40:00,3.0
2014-08-20 11:07:00,3.0
2014-09-15 12:35:00,5.05
2014-10-14 11:03:00,28.7
2014-11-10 12:02:00,6.73
2014-12-09 11:50:00,5.2
2015-01-23 11:07:00,8.47
2015-02-16 10:28:00,6.03
2015-03-03 15:15:00,9.42
2015-04-07 13:07:00,6.43
2015-05-29 13:21:00,3.0
2015-06-26 12:05:00,3.0
2015-07-13 11:18:00,3.0
2015-08-27 15:51:00,12.7
2015-09-17 13:17:00,9.38
2015-10-19 14:34:00,4.57
2015-11-05 10:07:00,6.38
2015-12-16 11:27:00,32.6
2016-01-11 13:22:00,240.0
2016-01-27 13:40:00,9.5
2016-03-09 14:09:00,119.0
2016-04-06 13:27:00,12.5
2016-05-26 11:05:00,4.3
2016-06-22 12:32:00,3.8
2016-07-18 11:21:00,3.88
2016-08-11 12:07:00,3.93
2016-10-25 15:15:00,5.05
2016-11-22 13:24:00,11.7
2016-12-01 11:09:00,3.6
2016-12-15 10:39:00,3.0
2017-01-24 11:44:00,6.65
2017-02-07 14:13:00,8.13
2017-03-07 12:00:00,7.38
2017-04-27 10:13:00,5.32
2017-05-18 13:16:00,3.47
2017-06-12 12:25:00,3.0
2017-07-26 11:21:00,4.18
2017-08-17 13:02:00,3.95
2017-09-25 11:16:00,3.0
2017-10-20 11:01:00,3.0
2017-11-28 13:41:00,3.0
2017-12-14 12:16:00,23.4
2018-02-01 11:52:00,5.0
2018-02-15 10:13:00,48.3
2018-03-08 12:23:00,5.97
2018-04-20 11:33:00,8.28
2018-05-31 10:12:00,3.1
2018-06-19 13:19:00,3.13
2018-07-17 11:31:00,5.35
2018-08-23 11:28:00,4.03
2018-09-11 13:21:00,5.18
2018-10-24 12:49:00,3.48
2018-12-18 13:33:00,7.13
2019-01-15 12:07:00,5.07
2019-02-18 11:58:00,7.02
2019-03-18 13:16:00,9.42
2019-04-29 12:41:00,4.43
2019-05-23 10:41:00,8.83
2019-06-18 12:33:00,3.8
2019-07-09 13:31:00,3.3
2019-08-19 10:52:00,3.4
2019-09-03 11:53:00,5.7
2019-10-17 10:31:00,5.0
2019-11-14 12:23:00,12.6
2019-12-02 11:59:00,4.3
2020-01-15 11:03:00,39.0
2020-02-05 12:46:00,7.8
2020-03-06 09:36:00,67.0
