dates,result
2000-01-06 11:47:00,11.5
2000-02-02 14:55:00,8.2
2000-02-02 13:15:00,9.1
2000-03-08 14:30:00,12.0
2000-04-10 14:40:00,9.3
2000-05-15 14:40:00,6.6
2000-06-14 14:30:00,8.6
2000-07-18 14:15:00,10.1
2000-08-23 13:20:00,8.89
2000-10-04 13:40:00,8.57
2000-10-26 14:45:00,7.04
2000-11-14 13:05:00,10.4
2000-12-12 14:15:00,9.57
2001-01-16 14:20:00,11.6
2001-02-28 13:05:00,9.58
2001-03-07 12:55:00,8.66
2001-04-11 13:30:00,10.3
2001-05-14 13:50:00,7.29
2001-06-18 13:40:00,8.84
2001-07-17 12:50:00,6.65
2001-08-22 10:15:00,4.56
2001-09-12 10:35:00,3.88
2001-10-10 15:00:00,6.68
2001-10-29 14:45:00,9.1
2001-11-28 14:35:00,9.05
2002-01-18 13:35:00,8.85
2002-02-11 13:15:00,8.7
2002-03-28 14:00:00,7.71
2002-04-29 13:15:00,8.69
2002-05-21 14:15:00,3.32
2002-06-18 14:00:00,5.5
2002-07-17 14:50:00,8.45
2002-08-21 15:10:00,2.56
2002-09-23 15:25:00,5.45
2002-10-16 13:50:00,7.33
2002-11-08 15:15:00,7.47
2002-12-09 15:05:00,8.7
2003-01-22 14:30:00,11.4
2003-02-20 14:00:00,12.1
2003-03-31 14:50:00,6.83
2003-05-14 14:45:00,5.46
2003-05-22 14:15:00,7.44
2003-06-10 14:35:00,5.23
2003-07-07 13:55:00,6.0
2003-08-27 13:05:00,6.56
2003-09-24 11:30:00,7.06
2003-10-15 15:00:00,8.55
2003-11-04 14:30:00,6.68
2003-11-28 13:45:00,8.44
2004-01-12 14:35:00,9.22
2004-02-26 14:00:00,11.0
2004-04-02 12:25:00,6.9
2004-04-20 14:45:00,8.69
2004-05-10 13:25:00,9.91
2004-06-29 14:30:00,6.06
2004-07-14 14:45:00,7.76
2004-08-25 13:50:00,8.17
2004-10-01 13:40:00,5.91
2004-10-13 13:40:00,7.42
2004-11-08 12:35:00,7.42
2004-12-17 14:30:00,6.3
2005-01-21 14:25:00,9.87
2005-03-07 13:00:00,10.2
2005-03-18 13:20:00,10.9
2005-04-06 12:20:00,8.15
2005-05-09 13:20:00,8.24
2005-06-22 13:55:00,10.3
2005-07-13 13:30:00,9.64
2005-08-26 12:05:00,7.38
2005-09-19 13:20:00,7.17
2005-10-26 12:05:00,6.2
2005-12-07 13:50:00,8.7
2005-12-22 13:20:00,7.49
2006-01-16 13:10:00,7.17
2006-02-10 12:55:00,8.27
2006-02-14 09:15:00,7.93
2006-02-15 08:55:00,4.55
2006-02-15 10:00:00,3.21
2006-02-15 06:35:00,7.07
2006-02-15 07:30:00,6.78
2006-03-24 13:00:00,8.22
2006-04-24 12:20:00,4.34
2006-05-16 13:25:00,7.11
2006-06-30 12:45:00,9.61
2006-08-21 13:50:00,4.59
2006-09-01 14:15:00,8.24
2006-09-13 12:40:00,4.51
2006-10-09 10:50:00,6.01
2006-11-15 12:50:00,6.01
2006-11-27 12:25:00,9.79
2007-01-16 12:45:00,7.57
2007-02-07 12:30:00,8.16
2007-04-04 00:00:00,10.4
2007-05-02 12:05:00,9.96
2007-06-05 11:50:00,9.11
2007-07-11 13:30:00,5.74
2007-07-31 13:30:00,8.12
2007-09-21 12:45:00,7.41
2007-10-03 12:40:00,6.65
2007-10-12 12:50:00,8.17
2007-11-28 13:00:00,6.7
2007-12-09 15:50:00,9.74
2008-02-06 12:15:00,10.3
2008-02-28 13:50:00,10.9
2008-03-17 12:30:00,10.6
2008-05-08 12:20:00,10.2
2008-06-04 12:00:00,9.65
2008-08-14 11:45:00,8.5
2008-09-09 11:50:00,5.88
2008-09-24 12:40:00,6.69
2008-10-21 13:10:00,4.86
2008-11-04 12:10:00,7.56
2008-12-02 13:30:00,10.8
2008-12-17 11:45:00,9.83
2009-01-08 11:45:00,9.3
2009-02-18 12:15:00,11.3
