dates,result
2000-01-06 11:47:00,2.7
2000-02-02 14:55:00,1.81
2000-02-02 13:15:00,2.02
2000-03-08 14:30:00,2.79
2000-04-10 14:40:00,3.79
2000-05-15 14:40:00,2.18
2000-06-14 14:30:00,2.47
2000-07-18 14:15:00,4.16
2000-08-23 13:20:00,0.78
2000-10-04 13:40:00,3.05
2000-10-26 14:45:00,1.46
2000-11-14 13:05:00,1.22
2000-12-12 14:15:00,1.02
2001-01-16 14:20:00,1.94
2001-02-28 13:05:00,0.002
2001-03-07 12:55:00,1.34
2001-04-11 13:30:00,1.21
2001-05-14 13:50:00,1.05
2001-06-18 13:40:00,1.91
2001-07-17 12:50:00,3.26
2001-08-22 10:15:00,2.63
2001-09-12 10:35:00,4.88
2001-10-10 15:00:00,2.0
2001-10-29 14:45:00,1.95
2001-11-28 14:35:00,2.82
2002-01-18 13:35:00,2.31
2002-02-11 13:15:00,1.92
2002-03-28 14:00:00,1.07
2002-04-29 13:15:00,1.73
2002-05-21 14:15:00,1.38
2002-06-18 14:00:00,3.18
2002-07-17 14:50:00,1.98
2002-08-21 15:10:00,2.18
2002-09-23 15:25:00,2.16
2002-10-16 13:50:00,1.09
2002-11-08 15:15:00,1.1
2002-12-09 15:05:00,1.38
2003-01-22 14:30:00,0.329
2003-02-20 14:00:00,1.06
2003-03-31 14:50:00,1.51
2003-05-14 14:45:00,1.04
2003-05-22 14:15:00,1.49
2003-06-10 14:35:00,2.18
2003-07-07 13:55:00,2.53
2003-08-27 13:05:00,1.83
2003-09-24 11:30:00,1.82
2003-10-15 15:00:00,3.64
2003-11-04 14:30:00,1.9
2003-11-28 13:45:00,1.95
2004-01-12 14:35:00,0.857
2004-02-26 14:00:00,2.54
2004-04-02 12:25:00,1.78
2004-04-20 14:45:00,1.66
2004-05-10 13:25:00,1.13
2004-06-29 14:30:00,2.51
2004-07-14 14:45:00,2.63
2004-08-25 13:50:00,1.58
2004-10-01 13:40:00,2.79
2004-10-13 13:40:00,2.76
2004-11-08 12:35:00,2.99
2004-12-17 14:30:00,2.03
2005-01-21 14:25:00,2.77
2005-03-07 13:00:00,2.39
2005-03-18 13:20:00,2.4
2005-04-06 12:20:00,2.99
2005-05-09 13:20:00,3.23
2005-06-22 13:55:00,2.98
2005-07-13 13:30:00,3.23
2005-08-26 12:05:00,1.63
2005-09-19 13:20:00,2.68
2005-10-26 12:05:00,1.61
2005-12-07 13:50:00,2.58
2005-12-22 13:20:00,3.09
2006-01-16 13:10:00,2.51
2006-02-10 12:55:00,2.13
2006-02-14 09:15:00,1.79
2006-02-15 08:55:00,1.6
2006-02-15 10:00:00,1.08
2006-02-15 06:35:00,1.75
2006-02-15 07:30:00,1.88
2006-03-24 13:00:00,2.49
2006-04-24 12:20:00,2.23
2006-05-16 13:25:00,2.62
2006-06-30 12:45:00,2.14
2006-08-21 13:50:00,2.16
2006-09-01 14:15:00,2.98
2006-09-13 12:40:00,0.871
2006-10-09 10:50:00,1.8
2006-11-15 12:50:00,2.29
2006-11-27 12:25:00,0.491
2007-01-16 12:45:00,1.91
2007-02-07 12:30:00,2.83
2007-04-04 00:00:00,1.87
2007-05-02 12:05:00,2.91
2007-06-05 11:50:00,2.01
2007-07-11 13:30:00,2.18
2007-07-31 13:30:00,1.9
2007-09-21 12:45:00,3.98
2007-10-03 12:40:00,2.48
2007-10-12 12:50:00,2.61
2007-11-28 13:00:00,2.82
2007-12-09 15:50:00,0.952
2008-02-06 12:15:00,1.02
2008-02-28 13:50:00,2.46
2008-03-17 12:30:00,0.383
2008-05-08 12:20:00,2.0
2008-06-04 12:00:00,1.13
2008-08-14 11:45:00,1.41
2008-09-09 11:50:00,1.83
2008-09-24 12:40:00,3.15
2008-10-21 13:10:00,2.39
2008-11-04 12:10:00,1.73
2008-12-02 13:30:00,1.29
2008-12-17 11:45:00,1.38
2009-01-08 11:45:00,2.89
2009-02-18 12:15:00,0.773
2009-03-05 10:50:00,0.652
2009-03-19 12:10:00,1.59
2009-05-11 13:30:00,2.84
2009-06-03 12:05:00,2.9
2009-07-14 10:50:00,2.57
2009-08-18 11:55:00,2.78
2009-09-03 11:45:00,1.72
2009-10-14 11:20:00,3.15
2009-11-06 11:30:00,2.35
2009-12-10 12:15:00,1.26
2010-01-18 11:40:00,0.56
2010-02-10 13:15:00,1.73
2010-03-11 12:15:00,1.46
2010-04-16 11:55:00,1.42
2010-06-08 12:35:00,1.88
2010-07-02 13:50:00,2.43
2010-08-13 12:55:00,2.61
2010-09-03 13:00:00,2.36
2010-09-30 12:40:00,1.89
2010-10-15 12:10:00,2.32
2010-11-16 12:40:00,1.95
2010-12-07 13:15:00,2.0
2011-01-14 13:50:00,0.456
2011-02-10 11:35:00,1.9
2011-03-14 13:00:00,1.21
2011-04-06 11:50:00,1.9
2011-05-16 12:22:00,2.84
2011-06-02 12:05:00,2.43
2011-07-12 12:35:00,2.75
2011-08-08 11:20:00,1.97
2011-09-02 13:05:00,2.81
2011-10-07 11:10:00,3.3
2011-12-02 12:15:00,2.61
2011-12-09 11:40:00,3.03
2012-01-05 12:45:00,1.65
2012-02-02 11:20:00,2.46
2012-02-28 11:40:00,2.54
2012-04-10 11:40:00,2.4
2012-05-18 14:06:00,1.77
2012-06-12 11:38:00,0.319
2012-07-17 15:01:00,0.414
2012-08-31 12:16:00,0.793
2012-09-10 13:04:00,0.9
2012-10-24 16:28:00,0.399
2012-11-15 09:58:00,0.386
2012-11-22 17:09:00,0.336
2013-01-16 12:02:00,0.48
2013-02-28 14:43:00,0.232
2013-03-13 12:41:00,0.19
2013-04-22 11:35:00,0.211
2013-05-02 11:26:00,0.221
2013-06-17 13:54:00,0.427
2013-07-16 11:00:00,0.5
2013-08-02 11:17:00,0.408
2013-09-06 14:25:00,0.925
2013-10-04 12:17:00,1.02
2013-10-07 12:02:00,1.06
2013-11-04 11:53:00,0.354
2013-11-27 15:05:00,0.396
2014-01-16 11:25:00,0.196
2014-02-10 11:06:00,0.14
2014-03-12 11:45:00,0.235
2014-04-23 13:46:00,0.401
2014-05-13 13:20:00,0.437
2014-06-30 09:51:00,0.359
2014-07-29 14:26:00,0.41
2014-08-12 11:08:00,0.398
2014-09-08 15:04:00,0.429
2014-10-14 12:03:00,0.186
2014-11-10 11:46:00,0.256
2014-12-09 11:08:00,0.245
2015-01-26 11:07:00,0.242
2015-02-18 14:09:00,0.205
2015-03-19 12:55:00,0.208
2015-04-21 12:24:00,0.262
2015-05-12 13:57:00,0.362
2015-06-30 13:31:00,0.435
2015-08-03 12:00:00,0.377
2015-09-01 12:58:00,0.384
2015-09-25 11:45:00,0.368
2015-10-29 14:01:00,0.363
2015-11-20 11:41:00,0.249
2015-12-07 11:48:00,0.267
2016-02-18 11:21:00,0.258
2016-03-09 14:47:00,0.153
2016-04-06 12:52:00,0.188
2016-05-03 11:22:00,0.258
2016-06-22 11:14:00,0.376
2016-07-18 12:00:00,0.381
2016-08-17 12:16:00,0.504
2016-10-19 14:40:00,0.681
2016-11-15 13:58:00,0.518
2016-12-01 11:51:00,0.659
2016-12-15 10:39:00,0.802
2016-12-29 09:17:00,0.68
2017-01-24 13:11:00,0.46
2017-02-07 13:23:00,0.275
2017-03-15 12:55:00,0.587
2017-04-27 11:27:00,0.566
2017-05-17 13:19:00,0.197
2017-06-20 12:33:00,0.542
2017-07-26 10:47:00,0.62
2017-08-23 13:23:00,0.382
2017-10-10 13:44:00,0.44
2017-10-20 10:36:00,0.457
2017-11-27 13:24:00,0.594
2017-12-14 13:05:00,0.276
2018-02-01 10:59:00,0.518
2018-02-26 12:00:00,0.566
2018-03-06 13:20:00,0.42
2018-04-27 11:30:00,0.423
2018-05-31 11:02:00,0.239
2018-06-26 12:06:00,0.499
2018-07-26 11:27:00,0.642
2018-08-23 12:10:00,0.366
2018-09-18 13:13:00,0.661
2018-10-05 11:05:00,0.599
2018-11-21 13:06:00,0.449
2018-12-06 13:16:00,0.357
2019-01-10 12:27:00,0.517
2019-02-21 11:28:00,0.368
2019-02-28 12:47:00,0.425
2019-04-29 11:56:00,0.529
2019-05-30 11:09:00,0.529
2019-06-28 10:06:00,0.419
2019-07-04 13:09:00,0.55
2019-10-25 08:26:00,0.33
2019-11-19 11:08:00,0.3
2019-12-02 12:36:00,0.36
2020-01-20 11:06:00,0.27
2020-01-24 11:46:00,0.29
2020-02-18 11:48:00,0.19
2020-03-06 10:09:00,0.17
2021-04-26 12:25:00,0.4
2021-05-27 11:36:00,0.29
2021-06-03 11:39:00,0.49
2021-07-26 12:30:00,0.27
2021-11-23 10:35:00,0.53
2021-11-30 10:58:00,0.45
2021-12-15 14:37:00,0.42
2022-01-18 11:47:00,0.4
2022-01-25 10:48:00,0.45
2022-01-31 12:13:00,0.49
2022-02-25 12:02:00,0.29
2022-04-25 13:25:00,0.32
2022-04-26 13:10:00,0.45
2022-08-26 10:27:00,0.4
2022-09-12 12:28:00,0.57
2022-09-16 14:14:00,0.48
2022-10-21 13:29:00,0.4
2022-11-23 12:47:00,0.33
