dates,result
2000-01-06 10:55:00,2.26
2000-03-08 15:20:00,0.79
2000-04-10 15:15:00,2.66
2000-05-15 15:35:00,1.41
2000-06-14 15:25:00,1.68
2000-07-18 15:00:00,1.48
2000-08-23 14:45:00,1.82
2000-10-04 14:45:00,2.41
2000-10-26 15:30:00,1.24
2000-11-14 14:00:00,0.595
2000-12-12 15:20:00,1.07
2001-01-16 15:20:00,1.84
2001-02-28 14:00:00,0.002
2001-03-07 14:40:00,1.24
2001-04-11 14:35:00,1.19
2001-05-14 14:30:00,1.07
2001-06-18 14:35:00,1.51
2001-07-17 13:30:00,1.68
2001-08-22 11:00:00,2.39
2001-09-12 11:30:00,3.84
2001-10-10 15:35:00,1.84
2001-10-29 15:20:00,1.83
2001-11-28 15:20:00,2.67
2002-01-18 15:00:00,1.7
2002-02-11 14:30:00,0.576
2002-03-28 15:00:00,0.644
2002-04-29 13:45:00,1.63
2002-05-21 14:45:00,1.14
2002-06-18 14:35:00,3.18
2002-08-21 15:50:00,1.16
2002-09-23 16:10:00,1.18
2002-10-16 14:35:00,1.13
2002-11-08 15:55:00,0.711
2002-11-13 13:55:00,0.664
2002-12-09 15:35:00,0.497
2003-01-22 15:15:00,0.345
2003-02-20 14:30:00,0.504
2003-03-31 15:40:00,0.77
2003-05-14 15:35:00,0.928
2003-05-22 15:15:00,1.41
2003-06-10 15:15:00,1.92
2003-07-07 14:50:00,2.47
2003-08-27 14:00:00,1.79
2003-09-24 12:30:00,1.75
2003-10-15 15:45:00,1.96
2003-11-04 15:05:00,2.24
2003-11-28 14:25:00,0.982
2004-01-12 15:10:00,1.26
2004-03-17 14:20:00,1.83
2004-04-02 13:05:00,0.86
2004-04-20 15:30:00,0.897
2004-05-10 14:30:00,1.13
2004-06-29 15:10:00,1.92
2004-07-14 13:00:00,1.41
2004-08-25 14:30:00,1.65
2004-10-01 14:20:00,1.72
2004-10-13 14:30:00,1.56
2004-12-14 14:00:00,1.14
2004-12-17 15:25:00,1.83
2005-01-21 15:30:00,2.77
2005-03-07 13:50:00,2.05
2005-03-18 14:05:00,2.23
2005-04-06 14:00:00,0.758
2005-05-09 14:50:00,0.995
2005-06-22 14:35:00,1.44
2005-07-13 14:50:00,2.81
2005-08-26 13:30:00,1.66
2005-09-27 13:20:00,3.2
2005-10-26 13:30:00,1.47
2005-12-07 12:20:00,2.6
2005-12-22 14:40:00,2.8
2006-02-10 14:05:00,1.37
2006-03-09 12:30:00,0.84
2006-03-24 14:20:00,2.58
2006-04-24 13:20:00,0.987
2006-05-16 14:25:00,1.23
2006-06-30 13:55:00,2.16
2006-08-21 14:50:00,1.71
2006-09-01 15:00:00,2.7
2006-09-13 13:50:00,1.43
2006-10-09 11:25:00,2.1
2006-11-15 13:50:00,2.12
2006-11-27 14:10:00,0.495
2007-01-16 00:01:00,0.538
2007-02-07 13:50:00,1.27
2007-04-04 14:05:00,0.523
2007-05-02 13:30:00,0.736
2007-06-05 12:50:00,2.09
2007-07-11 15:00:00,1.93
2007-07-31 15:00:00,0.297
2007-09-21 14:30:00,3.58
2007-10-03 13:45:00,2.22
2007-10-12 14:15:00,2.33
2007-11-28 14:30:00,0.516
2007-12-09 16:50:00,0.876
2008-02-06 14:40:00,0.435
2008-02-28 15:00:00,1.67
2008-03-17 13:50:00,0.463
2008-04-24 14:20:00,2.15
2008-06-04 13:15:00,0.633
2008-08-14 13:20:00,0.884
2008-09-09 13:20:00,1.64
2008-09-24 13:50:00,3.05
2008-10-21 15:00:00,1.98
2008-11-04 13:55:00,1.42
2008-12-02 15:15:00,0.537
2008-12-17 13:15:00,1.29
2009-01-08 13:35:00,2.43
2009-02-18 14:35:00,0.728
2009-03-05 13:20:00,0.732
2009-03-19 14:30:00,1.5
2009-05-11 15:05:00,0.72
2009-06-03 14:00:00,1.46
2009-07-14 11:40:00,2.32
2009-08-18 13:25:00,1.09
2009-09-03 13:10:00,1.17
2009-10-14 14:00:00,1.92
2009-11-06 13:20:00,2.11
2009-12-10 14:00:00,1.09
2010-01-18 13:10:00,0.57
2010-02-10 15:15:00,1.37
2010-03-11 14:00:00,1.16
2010-04-16 14:00:00,0.919
