dates,result
2000-01-06 11:47:00,102.0
2000-02-02 14:55:00,72.0
2000-02-02 13:15:00,80.0
2000-03-08 14:30:00,105.0
2000-04-10 14:40:00,89.0
2000-05-15 14:40:00,72.0
2000-06-14 14:30:00,94.0
2000-07-18 14:15:00,113.0
2000-08-23 13:20:00,100.3
2000-10-04 13:40:00,87.7
2000-10-26 14:45:00,66.4
2000-11-14 13:05:00,91.0
2000-12-12 14:15:00,87.8
2001-01-16 14:20:00,93.5
2001-02-28 13:05:00,78.7
2001-03-07 12:55:00,74.0
2001-04-11 13:30:00,93.5
2001-05-14 13:50:00,75.0
2001-06-18 13:40:00,90.6
2001-07-17 12:50:00,70.2
2001-08-22 10:15:00,51.0
2001-09-12 10:35:00,41.0
2001-10-10 15:00:00,67.5
2001-10-29 14:45:00,89.0
2001-11-28 14:35:00,80.8
2002-01-18 13:35:00,76.0
2002-02-11 13:15:00,79.1
2002-03-28 14:00:00,71.3
2002-04-29 13:15:00,81.2
2002-05-21 14:15:00,34.8
2002-06-18 14:00:00,61.0
2002-07-17 14:50:00,97.0
2002-08-21 15:10:00,29.0
2002-09-23 15:25:00,56.0
2002-10-16 13:50:00,69.0
2002-11-08 15:15:00,69.0
2002-12-09 15:05:00,74.0
2003-01-22 14:30:00,95.0
2003-02-20 14:00:00,99.0
2003-03-31 14:50:00,65.0
2003-05-14 14:45:00,54.0
2003-05-22 14:15:00,76.0
2003-06-10 14:35:00,57.0
2003-07-07 13:55:00,68.0
2003-08-27 13:05:00,74.0
2003-09-24 11:30:00,73.0
2003-10-15 15:00:00,86.0
2003-11-04 14:30:00,65.0
2003-11-28 13:45:00,76.0
2004-01-12 14:35:00,79.0
2004-02-26 14:00:00,92.0
2004-04-02 12:25:00,66.0
2004-04-20 14:45:00,82.0
2004-05-10 13:25:00,99.0
2004-06-29 14:30:00,67.0
2004-07-14 14:45:00,85.0
2004-08-25 13:50:00,89.0
2004-10-01 13:40:00,62.0
2004-10-13 13:40:00,73.0
2004-11-08 12:35:00,73.0
2004-12-17 14:30:00,56.0
2005-01-21 14:25:00,86.0
2005-03-07 13:00:00,86.0
2005-03-18 13:20:00,106.0
2005-04-06 12:20:00,75.0
2005-05-09 13:20:00,83.0
2005-06-22 13:55:00,124.0
2005-07-13 13:30:00,117.0
2005-08-26 12:05:00,77.0
2005-09-19 13:20:00,78.0
2005-10-26 12:05:00,64.0
2005-12-07 13:50:00,77.0
2005-12-22 13:20:00,68.0
2006-01-16 13:10:00,64.0
2006-02-10 12:55:00,68.0
2006-02-14 09:15:00,69.0
2006-02-15 08:55:00,40.0
2006-02-15 10:00:00,28.0
2006-02-15 06:35:00,62.0
2006-02-15 07:30:00,60.0
2006-03-24 13:00:00,74.0
2006-04-24 12:20:00,42.0
2006-05-16 13:25:00,75.0
2006-06-30 12:45:00,109.0
2006-08-21 13:50:00,50.0
2006-09-01 14:15:00,92.0
2006-09-13 12:40:00,50.0
2006-10-09 10:50:00,62.0
2006-11-15 12:50:00,59.0
2006-11-27 12:25:00,90.0
2007-01-16 12:45:00,69.0
2007-02-07 12:30:00,71.0
2007-04-04 00:00:00,93.0
2007-05-02 12:05:00,105.0
2007-06-05 11:50:00,98.0
2007-07-11 13:30:00,61.0
2007-07-31 13:30:00,90.0
2007-09-21 12:45:00,80.0
2007-10-03 12:40:00,70.0
2007-10-12 12:50:00,81.0
2007-11-28 13:00:00,63.0
2007-12-09 15:50:00,85.0
2008-02-06 12:15:00,89.0
2008-02-28 13:50:00,100.0
2008-03-17 12:30:00,91.0
2008-05-08 12:20:00,111.0
2008-06-04 12:00:00,100.0
2008-08-14 11:45:00,90.0
2008-09-09 11:50:00,61.0
2008-09-24 12:40:00,69.0
2008-10-21 13:10:00,48.0
2008-11-04 12:10:00,71.0
2008-12-02 13:30:00,90.0
2008-12-17 11:45:00,83.0
2009-01-08 11:45:00,79.0
2009-02-18 12:15:00,97.0
2009-03-05 10:50:00,91.0
2009-03-19 12:10:00,127.0
2009-05-11 13:30:00,107.0
2009-06-03 12:05:00,81.0
2009-07-14 10:50:00,74.0
2009-08-18 11:55:00,64.0
2009-09-03 11:45:00,64.0
2009-10-14 11:20:00,63.0
2009-11-06 11:30:00,64.0
2009-12-10 12:15:00,85.0
2010-01-18 11:40:00,93.0
2010-02-10 13:15:00,91.0
2010-03-11 12:15:00,99.0
2010-04-16 11:55:00,96.0
2010-06-08 12:35:00,56.0
2010-07-02 13:50:00,97.0
2010-08-13 12:55:00,63.0
2010-09-03 13:00:00,82.0
2010-09-30 12:40:00,50.0
2010-10-15 12:10:00,66.0
2010-11-16 12:40:00,74.0
2010-12-07 13:15:00,77.0
2011-01-14 13:50:00,94.0
2011-02-10 11:35:00,72.0
2011-03-14 13:00:00,110.0
2011-04-06 11:50:00,90.0
2011-05-16 12:22:00,82.0
2011-06-02 12:05:00,64.0
2011-07-12 12:35:00,72.0
2011-08-08 11:20:00,71.0
2011-09-02 13:05:00,73.0
2011-10-07 11:10:00,52.0
2011-12-02 12:15:00,57.0
2011-12-09 11:40:00,65.0
2012-01-05 12:45:00,78.0
2012-02-02 11:20:00,81.0
2012-02-28 11:40:00,77.0
2012-04-10 11:40:00,67.0
2012-05-18 14:06:00,120.0
2012-06-12 11:38:00,84.0
2012-07-17 15:01:00,105.9
2012-08-31 12:16:00,76.0
2012-09-10 13:04:00,63.4
2012-10-24 16:28:00,95.6
2012-11-15 09:58:00,67.0
2012-11-22 17:09:00,90.8
2013-01-16 12:02:00,85.2
2013-02-28 14:43:00,111.6
2013-03-13 12:41:00,120.0
2013-04-22 11:35:00,123.8
2013-05-02 11:26:00,111.7
2013-06-17 13:54:00,81.0
2013-07-16 11:00:00,90.0
2013-08-02 11:17:00,19.3
2013-08-23 12:30:00,93.8
2013-09-06 14:25:00,44.4
2013-10-04 12:17:00,74.0
2013-11-04 11:53:00,78.0
2013-11-27 15:05:00,92.5
2014-01-16 11:25:00,94.0
2014-02-10 11:06:00,94.0
2014-03-12 11:45:00,116.0
2014-04-23 13:46:00,121.0
2014-05-13 13:20:00,99.7
2014-06-30 09:51:00,61.0
2014-07-29 14:26:00,52.2
2014-08-12 11:08:00,65.0
2014-09-08 15:04:00,87.2
2014-10-14 12:03:00,86.1
2014-11-10 11:46:00,73.5
2014-12-09 11:08:00,62.8
2015-01-26 11:07:00,89.2
2015-02-18 14:09:00,100.0
2015-03-19 12:55:00,85.6
2015-04-21 12:24:00,131.0
2015-05-12 13:57:00,101.0
2015-06-30 13:31:00,101.9
2015-08-03 12:00:00,87.3
2015-09-01 12:58:00,66.0
2015-09-25 11:45:00,69.9
2015-10-29 14:01:00,91.2
2015-11-20 11:41:00,70.0
2015-12-07 11:48:00,73.0
2016-02-18 11:21:00,83.2
2016-03-09 14:47:00,97.0
2016-04-06 12:52:00,108.9
2016-05-03 11:22:00,75.3
2016-06-22 11:14:00,86.8
2016-07-18 12:00:00,81.8
2016-10-19 14:40:00,76.7
2016-11-15 13:58:00,61.2
2016-12-01 11:51:00,69.3
2016-12-15 10:39:00,64.3
2016-12-29 09:17:00,61.3
2017-01-24 13:11:00,65.7
2017-02-07 13:23:00,93.8
2017-03-15 12:55:00,81.4
2017-04-27 11:27:00,74.6
2017-05-17 13:19:00,43.3
2017-06-20 12:33:00,84.7
2017-07-26 10:47:00,62.2
2017-10-10 13:44:00,88.1
2017-10-20 10:36:00,61.2
2017-11-27 13:24:00,73.5
2017-12-14 13:05:00,89.0
2018-02-01 10:59:00,74.3
2018-02-26 12:00:00,78.5
2018-03-06 13:20:00,112.2
2018-04-27 11:30:00,72.0
2018-05-31 11:02:00,84.9
2018-06-26 12:06:00,97.7
2018-07-26 11:27:00,73.8
2018-08-23 12:10:00,66.0
2018-09-18 13:13:00,84.9
2018-10-05 11:05:00,77.8
2018-11-21 13:06:00,64.4
2018-12-06 13:16:00,79.5
2019-01-10 12:27:00,72.3
2019-02-21 11:28:00,81.9
2019-02-28 12:47:00,99.5
2019-04-29 11:56:00,83.9
2019-05-30 11:09:00,76.7
2019-06-28 10:06:00,62.7
2019-07-04 13:09:00,115.7
2019-10-25 08:26:00,72.4
2019-11-19 11:08:00,72.9
2019-12-02 12:36:00,87.8
2020-01-20 11:06:00,80.2
2020-01-24 11:46:00,97.4
2020-02-18 11:48:00,102.1
2020-03-06 10:09:00,95.5
2021-05-27 11:36:00,101.3
2021-06-03 11:39:00,81.9
2021-07-26 12:30:00,78.6
2021-11-23 10:35:00,82.8
2021-11-30 10:58:00,81.5
2021-12-15 14:37:00,81.5
2022-01-18 11:47:00,87.0
2022-01-25 10:48:00,82.9
2022-01-31 12:13:00,86.0
2022-02-25 12:02:00,95.8
2022-04-25 13:25:00,109.1
2022-04-26 13:10:00,107.4
2022-11-23 12:47:00,92.6
