dates,result
2000-01-06 13:05:00,0.987
2000-03-08 13:30:00,0.632
2000-04-10 14:10:00,1.22
2000-05-15 13:40:00,3.25
2000-06-14 12:55:00,2.39
2000-07-18 13:45:00,2.14
2000-08-23 12:30:00,0.459
2000-10-04 13:05:00,0.379
2000-10-26 13:45:00,0.491
2000-11-14 12:25:00,0.516
2000-12-12 13:35:00,0.684
2001-01-16 13:20:00,1.68
2001-02-28 12:35:00,1.49
2001-03-07 12:30:00,1.82
2001-04-11 12:40:00,0.657
2001-05-14 13:05:00,0.806
2001-06-18 13:00:00,1.17
2001-07-17 12:00:00,3.55
2001-08-22 11:40:00,0.71
2001-09-12 12:05:00,4.08
2001-10-10 13:35:00,1.13
2001-10-29 14:00:00,0.531
2001-11-28 13:55:00,1.48
2002-01-18 12:55:00,1.23
2002-02-11 12:35:00,1.25
2002-03-28 13:00:00,1.53
2002-04-29 12:35:00,0.726
2002-05-21 13:35:00,2.37
2002-06-18 13:00:00,3.11
2002-07-17 14:15:00,1.91
2002-08-21 14:15:00,0.986
2002-09-23 14:45:00,2.37
2002-10-16 13:15:00,0.385
2002-11-08 14:10:00,0.53
2002-12-09 14:20:00,1.34
2003-01-22 13:30:00,0.154
2003-02-20 13:15:00,0.661
2003-03-31 13:50:00,1.94
2003-04-16 13:45:00,3.22
2003-05-14 13:55:00,2.62
2003-06-10 14:00:00,3.46
2003-07-07 12:50:00,2.61
2003-08-27 12:15:00,1.01
2003-09-11 16:55:00,0.778
2003-10-15 14:00:00,0.508
2003-11-04 13:35:00,1.28
2003-11-28 12:45:00,1.26
2004-01-12 13:35:00,0.982
2004-02-26 13:05:00,2.65
2004-04-02 11:50:00,0.909
2004-04-20 14:20:00,0.565
2004-05-10 12:20:00,1.24
2004-06-29 13:50:00,0.728
2004-07-14 15:30:00,1.11
2004-08-25 13:20:00,0.214
2004-10-01 12:45:00,0.581
2004-10-13 12:35:00,0.53
2004-11-08 11:45:00,0.765
2004-12-17 13:50:00,0.58
2005-01-21 13:30:00,0.518
2005-03-07 12:05:00,0.348
2005-03-18 12:15:00,0.583
2005-04-06 11:55:00,0.748
2005-05-09 12:40:00,1.03
2005-06-22 11:55:00,1.31
2005-07-13 12:10:00,1.26
2005-08-26 10:50:00,0.369
2005-09-19 11:50:00,0.618
2005-10-26 10:30:00,0.365
2005-12-07 14:55:00,0.568
2005-12-22 11:40:00,0.626
2006-01-16 11:30:00,1.86
2006-02-10 11:25:00,0.479
2006-02-15 08:25:00,1.2
2006-02-15 09:45:00,1.01
2006-02-15 06:15:00,0.539
2006-02-15 07:15:00,0.595
2006-03-24 11:25:00,0.665
2006-04-24 10:50:00,1.74
2006-05-16 11:40:00,1.15
2006-05-21 18:20:00,1.0
2006-06-30 10:55:00,0.859
2006-07-13 07:10:00,0.68
2006-07-13 08:40:00,0.65
2006-07-13 10:00:00,0.67
2006-07-13 12:20:00,0.66
2006-07-13 14:00:00,0.67
2006-07-13 15:30:00,0.68
2006-07-13 16:41:00,0.71
2006-07-13 17:55:00,0.7
2006-07-13 19:07:00,0.81
2006-08-14 13:30:00,1.23
2006-08-21 12:30:00,0.569
2006-09-01 12:20:00,0.739
2006-09-13 11:15:00,0.747
2006-10-09 13:35:00,0.635
2006-11-15 11:45:00,0.688
2006-11-27 11:50:00,0.238
2007-01-16 12:05:00,0.521
2007-02-07 11:50:00,0.659
2007-04-04 11:35:00,0.551
2007-05-02 11:20:00,0.757
2007-06-05 11:10:00,0.6
2007-07-11 12:10:00,0.506
2007-07-31 12:35:00,0.372
2007-09-21 12:05:00,0.54
2007-10-03 12:00:00,0.377
2007-10-12 12:10:00,0.345
2007-11-28 12:20:00,0.49
2007-12-09 15:15:00,0.21
2008-02-06 11:15:00,0.25
2008-02-28 13:00:00,0.402
2008-03-17 12:00:00,0.172
2008-04-24 11:20:00,0.867
2008-06-04 11:20:00,0.453
2008-08-14 11:00:00,0.261
2008-09-09 10:55:00,0.368
2008-09-24 11:50:00,0.417
2008-10-21 12:15:00,0.661
2008-11-04 11:20:00,0.313
2008-12-02 12:30:00,0.262
2008-12-17 10:55:00,0.254
2009-01-08 11:00:00,0.412
2009-02-18 11:50:00,0.345
2009-03-05 10:30:00,0.524
2009-03-19 11:30:00,0.374
2009-05-11 12:50:00,0.484
2009-06-03 11:20:00,0.555
2009-07-14 10:15:00,0.471
2009-08-18 11:05:00,0.463
2009-09-03 10:50:00,0.467
2009-10-14 10:40:00,0.411
2009-11-06 10:50:00,0.467
2009-12-10 11:40:00,0.359
2010-01-18 10:55:00,0.538
2010-02-10 12:35:00,0.454
2010-03-11 11:35:00,0.423
2010-04-16 11:05:00,0.407
2010-12-07 12:40:00,0.474
2011-01-14 13:15:00,0.329
2011-02-10 10:45:00,0.665
2011-03-14 12:10:00,2.55
2011-04-06 11:00:00,0.933
2011-05-16 11:15:00,0.815
2011-06-02 11:15:00,0.649
2011-07-12 11:50:00,0.858
2011-08-08 10:45:00,0.67
2011-09-02 12:10:00,0.702
2011-10-07 10:40:00,0.586
2011-11-07 10:50:00,0.466
2011-12-02 11:15:00,0.723
2011-12-09 11:00:00,0.562
2012-01-05 11:45:00,0.278
2012-01-30 12:05:00,0.726
2012-02-02 10:45:00,0.533
2012-02-28 11:00:00,0.956
2012-04-10 11:00:00,1.29
2012-05-09 14:41:00,0.503
2012-06-12 11:40:00,1.12
2012-07-04 09:08:00,0.739
2012-08-07 10:42:00,1.34
2012-09-06 16:30:00,0.318
2012-10-01 11:04:00,0.393
2012-11-09 14:50:00,0.295
2012-11-20 11:17:00,0.421
2013-02-15 13:45:00,0.468
2013-02-18 12:34:00,1.37
2013-03-14 14:16:00,1.1
2013-04-03 11:07:00,0.689
2013-04-11 11:08:00,0.844
2013-04-30 01:05:00,0.456
2013-06-10 18:51:00,0.901
2013-06-28 12:37:00,0.75
2013-08-02 10:21:00,1.03
2013-09-16 15:14:00,1.03
2013-10-21 11:17:00,2.99
2013-11-11 15:32:00,0.322
2013-12-05 14:31:00,0.426
2014-01-21 12:24:00,0.328
2014-02-14 13:43:00,0.322
2014-03-06 11:50:00,0.311
2014-04-22 09:51:00,0.929
2014-05-13 12:27:00,0.495
2014-05-13 12:32:00,0.491
2014-06-24 13:08:00,0.217
2014-07-22 15:40:00,0.33
2014-08-20 11:07:00,0.286
2014-09-15 12:35:00,0.496
2014-10-14 11:03:00,0.989
2014-11-10 12:02:00,2.53
2014-12-09 11:50:00,0.579
2015-01-23 11:07:00,2.01
2015-02-16 10:28:00,1.98
2015-03-03 15:15:00,0.532
2015-04-07 13:07:00,0.4
2015-05-29 13:21:00,0.361
2015-06-26 12:05:00,0.272
2015-07-13 11:18:00,0.223
2015-08-27 15:51:00,0.195
2015-09-17 13:17:00,0.633
2015-10-19 14:34:00,0.661
2015-11-05 10:07:00,0.164
2015-12-16 11:27:00,0.196
2016-01-11 13:22:00,2.07
2016-01-27 13:40:00,0.37
2016-03-09 14:09:00,1.47
2016-04-06 13:27:00,0.608
2016-05-26 11:05:00,0.343
2016-06-22 12:32:00,0.223
2016-07-18 11:21:00,0.199
2016-08-11 12:07:00,0.146
2016-10-25 15:15:00,0.28
2016-11-22 13:24:00,0.256
2016-12-01 11:09:00,0.593
2016-12-15 10:39:00,0.48
2017-01-24 11:44:00,0.827
2017-02-07 14:13:00,0.627
2017-03-07 12:00:00,0.261
2017-04-27 10:13:00,0.43
2017-05-18 13:16:00,0.246
2017-06-12 12:25:00,0.185
2017-07-26 11:21:00,0.213
2017-08-17 13:02:00,0.227
2017-09-25 11:16:00,0.146
2017-10-20 11:01:00,0.214
2017-11-28 13:41:00,0.168
2017-12-14 12:16:00,0.146
2018-02-01 11:52:00,0.257
2018-02-15 10:13:00,0.058
2018-03-08 12:23:00,0.285
2018-04-20 11:33:00,0.282
2018-05-31 10:12:00,0.293
2018-06-19 13:19:00,0.187
2018-07-17 11:31:00,0.107
2018-08-23 11:28:00,0.109
2018-09-11 13:21:00,0.104
2018-10-24 12:49:00,0.197
2018-12-18 13:33:00,0.174
2019-01-15 12:07:00,0.23
2019-02-18 11:58:00,0.224
2019-03-18 13:16:00,0.212
2019-04-29 12:41:00,0.203
2019-05-23 10:41:00,0.217
2019-06-18 12:33:00,0.174
2019-07-09 13:31:00,0.14
2019-08-19 10:52:00,0.12
2019-09-03 11:53:00,0.12
2019-10-17 10:31:00,0.16
2019-11-14 12:23:00,0.154
2019-12-02 11:59:00,0.18
2020-01-15 11:03:00,0.16
2020-02-05 12:46:00,0.23
2020-03-06 09:36:00,0.16
2021-06-15 13:46:00,0.29
2021-07-16 12:11:00,0.16
2021-08-26 14:26:00,0.14
2021-09-17 13:45:00,0.16
2021-11-30 11:38:00,0.17
2022-01-18 10:54:00,0.27
2022-01-31 10:59:00,0.25
2022-02-25 10:05:00,0.17
2022-03-18 12:11:00,0.21
2022-04-25 13:19:00,0.15
2022-05-31 10:58:00,0.25
2022-06-24 12:50:00,0.26
2022-07-11 13:07:00,0.11
2022-08-22 11:21:00,0.1
2022-10-05 11:27:00,0.18
2022-10-28 13:37:00,0.18
2022-11-16 13:50:00,0.18
